Row;Column1;Column;Value
2017;01;agulhas;83
2017;01;airline;11
2017;01;allover;365
2017;01;amenity;21
2017;01;anchovy;74
2017;01;angrier;163
2017;01;aplitic;38
2017;01;arecibo;18
2017;01;arrived;77
2017;01;bambino;34
2017;01;benison;18478
2017;01;berwick;303
2017;01;birling;84
2017;01;britska;78
2017;01;byronic;18
2017;01;cadorna;17638
2017;01;candler;0
2017;01;capelin;107
2017;01;cawdrey;1067
2017;01;chunder;67
2017;01;citizen;28
2017;01;coaxial;320
2017;01;contemn;5671
2017;01;cynurus;140
2017;01;dacryon;6082
2017;01;daro;198
2017;01;doubter;45
2017;01;drawbar;13655
2017;01;ebonise;1246
2017;01;engager;3
2017;01;enskyed;881
2017;01;eroding;130
2017;01;etching;744
2017;01;eyespot;0
2017;01;fergana;9704
2017;01;ferrari;312
2017;01;fleecer;60
2017;01;flunkey;617215
2017;01;flunkou;0
2017;01;fordone;15474
2017;01;fumette;104
2017;01;gingham;0
2017;01;golding;19182
2017;01;gonadal;10
2017;01;gossipy;12
2017;01;grafton;54671
2017;01;heavier;18
2017;01;hydroid;27659
2017;01;iodizer;86
2017;01;ivylike;0
2017;01;kinesic;252
2017;01;kowloon;27
2017;01;lighter;10735
2017;01;luganda;113
2017;01;mabelle;29
2017;01;maestro;3168
2017;01;maginus;231
2017;01;manning;66
2017;01;microhm;10695
2017;01;mitford;87
2017;01;mitzvah;20957
2017;01;mizoram;14
2017;01;mortise;6185
2017;01;murther;25
2017;01;natalia;76
2017;01;neuston;125750
2017;01;nonplus;72063
2017;01;nonsane;0
2017;01;oceanog;35
2017;01;overlay;97817
2017;01;parquet;390
2017;01;philtre;204
2017;01;precast;13660
2017;01;protege;23
2017;01;puccoon;17
2017;01;quamash;101
2017;01;recarve;2017
2017;01;regosol;1212
2017;01;rending;17
2017;01;saurian;1327
2017;01;scalpel;679
2017;01;scauper;90
2017;01;seattle;8494
2017;01;service;196
2017;01;shaptin;12655
2017;01;shipman;293
2017;01;solubly;0
2017;01;sophist;25
2017;01;starver;143
2017;01;stertor;138
2017;01;subhead;228
2017;01;sullage;41
2017;01;supreme;0
2017;01;swaddle;17
2017;01;taboret;526
2017;01;toadied;7426
2017;01;triduum;72201
2017;01;tripoli;0
2017;01;trismus;10
2017;01;twinned;185
2017;01;vistula;155
2017;01;woodser;2910
2017;02;agulhas;98
2017;02;airline;13
2017;02;allover;246
2017;02;amenity;16
2017;02;anchovy;105
2017;02;angrier;210
2017;02;aplitic;126
2017;02;arecibo;33
2017;02;arrived;254
2017;02;bambino;88
2017;02;benison;16043
2017;02;berwick;401
2017;02;birling;62
2017;02;britska;51
2017;02;byronic;14
2017;02;cadorna;15066
2017;02;candler;43
2017;02;capelin;102
2017;02;cawdrey;2090
2017;02;chunder;179
2017;02;citizen;32
2017;02;coaxial;599
2017;02;contemn;9071
2017;02;cynurus;209
2017;02;dacryon;14027
2017;02;daro;275
2017;02;doubter;42
2017;02;drawbar;8130
2017;02;ebonise;1208
2017;02;engager;0
2017;02;enskyed;918
2017;02;eroding;221
2017;02;etching;505
2017;02;eyespot;0
2017;02;fergana;13009
2017;02;ferrari;282
2017;02;fleecer;76
2017;02;flunkey;516319
2017;02;flunkou;0
2017;02;fordone;14150
2017;02;fumette;89
2017;02;gingham;2
2017;02;golding;17242
2017;02;gonadal;15
2017;02;gossipy;40
2017;02;grafton;54499
2017;02;heavier;66
2017;02;hydroid;26666
2017;02;iodizer;127
2017;02;ivylike;10
2017;02;kinesic;310
2017;02;kowloon;85
2017;02;lighter;8188
2017;02;luganda;125
2017;02;mabelle;61
2017;02;maestro;2595
2017;02;maginus;241
2017;02;manning;308
2017;02;microhm;14565
2017;02;mitford;18
2017;02;mitzvah;46999
2017;02;mizoram;39
2017;02;mortise;8722
2017;02;murther;50
2017;02;natalia;191
2017;02;neuston;120928
2017;02;nonplus;156112
2017;02;nonsane;148
2017;02;oceanog;81
2017;02;overlay;49723
2017;02;parquet;266
2017;02;philtre;240
2017;02;precast;5265
2017;02;protege;42
2017;02;puccoon;33
2017;02;quamash;73
2017;02;recarve;1689
2017;02;regosol;1341
2017;02;rending;24
2017;02;saurian;995
2017;02;scalpel;780
2017;02;scauper;13
2017;02;seattle;7813
2017;02;service;192
2017;02;shaptin;19762
2017;02;shipman;254
2017;02;solubly;0
2017;02;sophist;77
2017;02;starver;226
2017;02;stertor;128
2017;02;subhead;451
2017;02;sullage;175
2017;02;supreme;50
2017;02;swaddle;31
2017;02;taboret;348
2017;02;toadied;14605
2017;02;triduum;60960
2017;02;tripoli;0
2017;02;trismus;27
2017;02;twinned;69
2017;02;vistula;75
2017;02;woodser;2364
2017;03;agulhas;57
2017;03;airline;35
2017;03;allover;374
2017;03;amenity;18
2017;03;anchovy;44
2017;03;angrier;163
2017;03;aplitic;149
2017;03;arecibo;48
2017;03;arrived;254
2017;03;bambino;139
2017;03;benison;14822
2017;03;berwick;558
2017;03;birling;88
2017;03;britska;48
2017;03;byronic;23
2017;03;cadorna;16744
2017;03;candler;20
2017;03;capelin;103
2017;03;cawdrey;965
2017;03;chunder;184
2017;03;citizen;25
2017;03;coaxial;875
2017;03;contemn;8663
2017;03;cynurus;222
2017;03;dacryon;9392
2017;03;daro;304
2017;03;doubter;86
2017;03;drawbar;6779
2017;03;ebonise;1199
2017;03;engager;13
2017;03;enskyed;858
2017;03;eroding;291
2017;03;etching;526
2017;03;eyespot;0
2017;03;fergana;11213
2017;03;ferrari;205
2017;03;fleecer;83
2017;03;flunkey;477298
2017;03;flunkou;0
2017;03;fordone;11684
2017;03;fumette;118
2017;03;gingham;99
2017;03;golding;14473
2017;03;gonadal;28
2017;03;gossipy;46
2017;03;grafton;55090
2017;03;heavier;63
2017;03;hydroid;25048
2017;03;iodizer;149
2017;03;ivylike;31
2017;03;kinesic;201
2017;03;kowloon;86
2017;03;lighter;9862
2017;03;luganda;175
2017;03;mabelle;39
2017;03;maestro;2338
2017;03;maginus;462
2017;03;manning;352
2017;03;microhm;14913
2017;03;mitford;73
2017;03;mitzvah;45238
2017;03;mizoram;52
2017;03;mortise;4365
2017;03;murther;76
2017;03;natalia;68
2017;03;neuston;98392
2017;03;nonplus;95800
2017;03;nonsane;8
2017;03;oceanog;209
2017;03;overlay;44595
2017;03;parquet;395
2017;03;philtre;139
2017;03;precast;5529
2017;03;protege;79
2017;03;puccoon;49
